tweet;wisata/hiburan;pendidikan;fasilitas/layanan publik;kuliner
[tf] info kontraktor atau semacamnya ng daerah tegal lur, pan mbangun umah tp esih keder tukang borongan apa harian ya?;-1;-1;-1;-1
Polres Sukabumi Kota pastikan ledakan di Sukabumi dari petasan  https://t.co/ii0rlY36pE  https://t.co/IeYBVErZS2;-1;-1;-1;-1
Info dokter THT di tegal kota dong lur [tf]  suwun;-1;-1;-1;-1
Wakil Direktur Pembinaan Masyarakat (Wadir Binmas) Polda Jateng, AKBP Siti Rondhijah, https://t.co/K6kG6Vc5mB didampingi Kapolres Tegal Kota mengunjungi Balai Polmas atau Balai Kemitraan Polisi Masyarakat di Kel. Debong Kulon Kecamatan Tegal Selatan Kota Tegal, Rabu (11/01/2023)  https://t.co/3NGdlqDaIT;-1;-1;-1;-1
alo, rekomendasi salon yg bagus buat coloring dongðŸ™ makaci [tf];-1;-1;-1;-1
Wakil Direktur Pembinaan Masyarakat (Wadir Binmas) Polda Jateng, AKBP Siti Rondhijah, https://t.co/LfpXhVYSSL didampingi Kapolres Tegal Kota mengunjungi Balai Polmas atau Balai Kemitraan Polisi Masyarakat di Kelurahan Debong Kulon Kecamatan Tegal Selatan Kota Tegal, Rabu (11,1,23)  https://t.co/EdRaUCbey4;-1;-1;-1;-1
Wakil Direktur Pembinaan Masyarakat (Wadir Binmas) Polda Jateng, AKBP Siti Rondhijah, https://t.co/w4EoIqU4YP didampingi Kapolres Tegal Kota mengunjungi Balai Polmas atau Balai Kemitraan Polisi Masyarakat di Kelurahan Debong Kulon Kecamatan Tegal Selatan Kota Tegal, Rabu(11/01/23)  https://t.co/YYbPFzAaOZ;-1;-1;-1;-1
Wakil Direktur Pembinaan Masyarakat (Wadir Binmas) Polda Jateng, AKBP Siti Rondhijah, https://t.co/IcJ1oSjane didampingi Kapolres Tegal Kota mengunjungi Balai Polmas atau Balai Kemitraan Polisi Masyarakat di Kelurahan Debong Kulon Kecamatan Tegal Selatan Kota Tegal.  https://t.co/uIgOTACOqu;-1;-1;-1;-1
[tf] menurut kalian mending hp biasa aja tapi bisa jalan2 kesana kemari atau hp baguss tp gabisa jalan2?;-1;-1;-1;-1
[Tf] rekomendasi baju kerja dong kaka, atau batik juga boleh;-1;-1;-1;-1
[tf] hari ini sender ultaaah ke 20!ðŸ¥¹ðŸ’– seneng sedih campur jadi satuuðŸ‘ðŸ»  https://t.co/Hc0GbStnb4;-1;-1;-1;-1
Polisi tangkap dua pembobol mesin ATM di kawasan Kota Tua  https://t.co/myV4JQlpzY;-1;-1;1;-1
[tf] Ada yang tau steril kucing subsidi di tegal gak?;-1;-1;-1;-1
[Tf] hari ini kan mulai jadwal tes cat pps, sesi 1 itu mulainya dari jam 9.45 smpai jm brp ya?  Yg udh jwb makaasihh bnyk ðŸ™ðŸ»  https://t.co/kXjm0ZOlnc;-1;-1;-1;-1
Segini dulu, peringatan juga kalau ada yg kirim menfess kaya gini lagi ya nanti admin umumkan sekalian pengirimnya.  https://t.co/V3fRja1Ouf;-1;-1;-1;-1
[TF] di sini ada yg pernah donor darah? berat badan minimal kalo mau donor darah berapa ya? aku cek di google ada yg bilang 45 ada yg bilang 50, yg bener berapa yg mana ya? makasi.;-1;-1;-1;-1
[tf] jam jam nya orang caper;-1;-1;-1;-1
Jangan lupa hidden stts wa hari ini ya ges [tf] soalnya ada yg habis buat stts lgsg dihapus krn lupa blm hidden ðŸ¥°;-1;-1;-1;-1
Segala sesuatu yg dikasih orangtuaku menurutku â€œluxuryâ€. Ada 1 boneka gede dr kelas 2 SD yg jd favku smp skrg. Inget bgt Bapak cerita bawa boneka gede itu dr Jkt ke Tegal naik bis dlm keadaan pulang dinas luar kota.;-1;-1;-1;-1
[Tf] cara ngembaliin chat wha***ps yg udah diapus gmana yak.? Tapi chatnya udah lama sekitaran bulan september;-1;-1;-1;-1
"[Tf] punya keluarga toxic, dpt suami yg bnerÂ² jadi penyembuh, tp dimata keluargaku katanya ""aku sakit"" Grgr aku lendotan ke suami terus &amp; ga terbuka lagi sama keluarga pdhl aku udh ngrasa cape sm mreka. Aku salah ya?";-1;-1;-1;-1
[TF] mau tanya ini kan aku niatan mau isi pulsa, kira-kira tetep bakal kadaluarsa dengan waktu 2 hari lagi atau auto diperpaniang ya? thanks  https://t.co/vY4NY5bguj;-1;-1;-1;-1
[TF] Alasan resign yg berkelas apa ya fren? Bantu saran dong. Makasih;-1;-1;-1;-1
[tf] wahai kisanak untuk apa mencari-cari lagi. Sesungguhnya dia ada di dekatmu tapi kau tak pernah menyadari itu. dia slalu menunggumu utk nyatakan cintaðŸ¥º Coba deh yuk lebih peka. Sibuk nyari kesana sini, depanmu loh slalu ada, nyanding gari gandeng;-1;-1;-1;-1
[TF] gaiss mas crush udah 2 hari ga chat duluan, kalo misal aku chat duluan pake stiker kaya dibawah yay/nay yaa?? kangen pgn ngobrol tpi takut dianya mau ghostinggðŸ˜”  https://t.co/xkUO82SReL;-1;-1;-1;-1
[tf] kasur busa/springbed yang bagus merk apa ya? sekalian belinya dimana?;-1;-1;-1;-1
[tf] guys rekomendasiin merk mesin cuci yg awettt;-1;-1;-1;-1
Lur,nek kalian duwe tetangga sing tiap hari nyilih charger hp,ws kaya kwe kudu di parani ora gelem belekna tanggepane pmn lur? [Tf];-1;-1;-1;-1
[TF]  Minta Foto studio buat berdua sama ayang dong, sama spill harganya juga kalo boleh hehe makasih;-1;-1;-1;-1
[Tf] minta pendapat temen2 dong. Jatah cuti pacarku ada di bulan februari dan nanti april. Aku nikah bulan juli, mending prewedd di bulan februari atau april aja yah? Jan salty yaa, cuma minta bantu pendapat aja. mkasihhh;-1;-1;-1;-1
@retnonateriver Kota Tegal sekarang dah canggih, punya artis sekelas YG ðŸ¥²;1;-1;-1;-1
[TF] ini alun alun udah boleh masuk ke dalem kah?  https://t.co/Dllc185A83;1;-1;-1;-1
[TF] tiket masuk samudra nyampe berapa ya sekarang?;1;-1;-1;-1
[tf] ciwi ciwi jompo biasanya pada pijet dimana si? ada rekomen ga;-1;-1;-1;-1
[Tf] lur, kalo joging di dalem alun2 ini, kirakira 1 putaran berapa kilo ya jaraknya?  https://t.co/3hcGBMiXNa;1;-1;-1;-1
Kalian yg pakai Indosat buat buka video di twitter muter-muter terus gk guys? [Tf];-1;-1;-1;-1
[TF] gaes ada gak ya yang minat jadi ART + host live buat jualan gitu? Oh iya untuk ARTnya sebenere bingung sih karena ga banyak yang bisa dikerjain..;-1;-1;-1;-1
Yung mas mba mangkati oh nyambung seduluran wkwkw [Tf]  https://t.co/xhJcUlhev1;-1;-1;-1;-1
Pertemuan PPIR Kota Tegal dengan Subkorwil PPIR Karesidenan Pekalongan.  #ppir #purnawirawanpejuangindonesiaraya #prabowo #prabowosubianto #prabowobersamarakyat #mendingprabowo #prabowopresiden #gerindramenang #gerindra #partaigerindra #jateng #jawatengah #gerindrajawatengah  https://t.co/7hPvfnXtLs;-1;-1;-1;-1
[tf] laporan dalan burak maringe sapa yah soale pemdes ws ora bisa di harapna Lokasi desa lawatan kecamatan dukuhturi  https://t.co/e8W2RQ5ycc;-1;-1;0;-1
[tf] guys aku pgn melihara hewan gt yg ngurusnya gampang kiraÂ² hewan apa ya? Jgn kucing/marmutðŸ™;-1;-1;-1;-1
[tf] Rekomendasi Hotel yg paling bagus di Tegal kota dong guys! Sender bingung mau ajak istri nginep mewah dimana wk;-1;-1;-1;-1
[TF] Iphone 8 bh 100% smartfren only laku brp?;-1;-1;-1;-1
Kini tersedia di @dapoer_ibu_sarilah kota tegal @ Dapoer Ibu Sarilah  https://t.co/OmwSloI4jK;-1;-1;-1;1
[Tf] guys kemaren aku belanja di alf*mrt kasirnya ga sopan banget, masa belanjaan aku dilempar ðŸ˜­ pengen ribut aslinya tapi lagi rame;-1;-1;0;-1
[tf] guys rekomen ketoprak yg enak sekitar kota tegal dimana ya?;-1;-1;-1;1
[TF] orgâ€ ko iso yo dpt kenalan dr base sampai happy endingðŸ¥¹ aku yo pengin toh cah cahhh;-1;-1;-1;-1
[TF] untuk android range harga 2 jutaan, mending sumsang atau siomi?;-1;-1;-1;-1
[TF] Kalian yang jarak vaksin kedua sama vaksin booster sekitar 1 tahun atau bahkan lebih masih bisa ikut vaksin booster atau ngulang gitu dari vaksin pertama?;-1;-1;-1;-1
[TF] info ruang publik di Tegal yg free wifi dong gaess... Suwonn;1;-1;-1;-1
[tf] info vaksin booster selain di dinkesðŸ™;-1;-1;-1;-1
[Tf] kaka ada yang ngelesin atau ngajar bahasa inggris untuk pemula? Boleh sharing-sharing ga? ðŸ™;-1;1;-1;-1
[TF] ada yg umurnya 27 keatas ga sih cewe/cowo yg belum nikah kesepian banget aku ga punya temen main karena temen kerja udah ibu2 semua  ðŸ¥º;-1;-1;-1;-1
Kerusakan beberapa fasilitas berupa pagar pembatas di pinggir Pantai Alam Indah (PAI), Kota Tegal, Jawa Tengah yang terjadi beberapa waktu lalu akibat angin dan terjangan ombak besar akan segera diperbaiki.Â   https://t.co/n5pCzLsuQ5  https://t.co/oq29HN9YiE;-1;-1;0;-1
SAT POLAIRUD POLRES TEGAL KOTA   Pukul 10.00 Wib s.d Pukul 11.30 Wib anggota Sub Unit Binmas Air Sat Polairud Polres Tegal Kota melaksanakan binluh kepada ABK dan Nelayan di Pelabuhan Pelindo III Kota Tegal, situasi aman terkendali.  Kasat Polairud Tegal Kota AKP KHAERUN, S.  https://t.co/hMlLijueH0;-1;-1;-1;-1
[tf] wajar kann kalo udah putus lama tapi milih ga ketemu dia lagi dulu karena kalo ketemu pasti jadi gagal move onðŸ˜¢ðŸ˜­?;-1;-1;-1;-1
[Tf] kemarinan rame stasiun semarang banjir, kalo dalam minggu ini naik kereta ke arah semarang udah aman belum ya?;-1;-1;1;-1
[tf] maaf banget mau jual ini, bisa nego. yang minat bisa komen nnti ak ketuk dm nya. thx u  https://t.co/0Lw3ds4KUy;-1;-1;-1;-1
[tf] sender f22 muslimah, ada yang domisili dekat stasiun gambir dan bersedia rumah atau kostnya buat ditumpangin engga ya di tanggal 19 januari? dari jam 10.00 - 19.00, sender numpang hanya nunggu sampai malam ajaðŸ™ðŸ»;-1;-1;-1;-1
[TF] Lagi nyetir santuy nang jl. Werkudoro, pas ga sengaja nengok ka wis ana kedai ais krim abang. ðŸ¤£ðŸ¤£ðŸ¤£;-1;-1;-1;0
[tf] disini ada yg kerja di klinik dan kebetulan di kliniknya tersedia vaksin Yellow Fever / Stamaril? butuh untuk 2-3 orang, minta infonya ya yg tau. Di klinik yg biasa nyediain kebetulan habis. TIA;-1;-1;-1;-1
[tf] saranin tempat karoke di tegal yang lagunya update dong guiisss maakasi;1;-1;-1;-1
[tf] ada yang pake smartfren? sinyalnya ok ga sih?;-1;-1;-1;-1
[tf] adakah hari Minggu yg mau kesini sendiri? Kalo ada boleh bareng? F  https://t.co/MRcUChmTTX;-1;-1;-1;-1
[TF] mau nanya sekarang martabak ayung jualannya dimana yah?;-1;-1;-1;-1
[TF] Beli helm yang bagus + lengkap dimana ya? ðŸ™ðŸ»;-1;-1;-1;-1
[tf] guys aku tu pgn buka menu catering gtu atau ricebowl yg simpel lauknya kya ayam/yg lainnya. Atau jualan cemilan/dessert jg  tp aku tuh bngung gmna awal pembukaannya aku tkut ga ada yg beli :(;-1;-1;-1;-1
[TF] saran celana chino pria atau sejenisnya yg bagus dong. Dua kali beli merk ternama malah berbulu sama luntur.;-1;-1;-1;-1
[tf] spbu yg bisa isi solar tanpa scan qr subsidi tepat di spbu mana aja yaa? tia;-1;-1;1;-1
[tf] haloo guys, adakah disini yg jualan melalui faceb**k (grup, dsb)? kalo ada cara kalian promosi gmn ya? aku beberapa kali up jualan di grup fb tapi selalu sepi, ga ada yg komen makasih yg udh jawabðŸ™;-1;-1;-1;-1
[tf] ada yang mau nonton High and Low di cgv sore ini?;1;-1;-1;-1
[TF] penitipan motor di stasiun tegal 3 hari berapa ya?;-1;-1;1;-1
[TF] rekomendasi gaes pesen makan sama snack buat acara kantor dimana ya?;-1;-1;-1;1
[Tf] tiket renang gor saiki pira ya?;-1;-1;1;-1
[tf] ada yg pernah ke psikolog/psikiater pake bpjs? cara daftarnya gimana ya?;-1;-1;-1;-1
tempat karaoke di tegal selain bfun yg perempuan friendly, dimana lagi ya? [tf];-1;-1;-1;-1
Mantan gebetan wajib diundangi ora sih lur??? Pas nikahan [TF];-1;-1;-1;-1
[tf] barangkali disini ada kenalan, sodara, atau diri anda sendiri yg jadi guru bahasa korea atau ahli di bahasa korea bisa komen ya, ada loker nih. Makasih;-1;-1;-1;-1
[tf] ada yg pake ini juga kah? plus minus nya dong ges pake CC ini  https://t.co/dOok0lbrBT;-1;-1;-1;-1
0823-3000-6040 (WA), Grosir Kaos Kaki Soka Kota Tegal#GrosirKaosKakiSokaKotaTegal  https://t.co/gRPTymEqpB;-1;-1;-1;-1
[tf] hallo warga tegalfess yg baik hatinya, minta review fibernet dong? Nungguin biznet ngecover daerah sender lama banget terimakasih ðŸ™;-1;-1;-1;-1
[Tf] guys bagi loker dong daerah tegal buat cewe lulusan smk tp mata minus:(;-1;-1;-1;-1
0815-5412-9907 (WA), Grosir Kaos Kaki Kanik Kota Tegal#GrosirKaosKakiKanikKotaTegal  https://t.co/kRdM8aLlwY;-1;-1;-1;-1
[TF] Gais, ada yg tau kalo pinjem tenda2 yg kayak buat  stand itu dimana? Dan biayanya berapa? Butuh bgt nii;-1;-1;-1;-1
[TF] Mending beli sepatu Conv3rse atau Comp4ss?;-1;-1;-1;-1
halo gengs,, berikut pengumuman pasca sanggah nilai pppk nakes formasi 2022 yaa.. untuk informasi pengisian DRH menunggu informasi lebih lanjut yaa...  https://t.co/tIhTre1CR1  https://t.co/DMC25R27nU;-1;-1;-1;-1
Barangkali ada yang minat, adinda florist slawi lagi butuh design grafis fulltime penempatan slawi. Bisa Reply yaa nanti aku DM kontaknya [TF];-1;-1;-1;-1
Informasi kepada Pengguna Jalan  Bahwa Penindakan Pelanggaran Lalu lintas dengan menggunakan Tilang Manual telah diberlakukan kembali terhitung mulai Bulan Januari 2023 demi terciptanya Keamanan, Keselamatan, Ketertiban dan Kelancaran Lalu lintas di wilayah Kota Tegal yang aman,  https://t.co/tHeuX7dOSH;-1;-1;1;-1
[tf] yang jual sumpit melamin gini dimana yaa? area slawi ajaa, butuh bgt. tiaâ¤ï¸ðŸ¥º  https://t.co/ztS7x2DUDe;-1;-1;-1;-1
[TF] di tegal yg jual lettuce head sama selada romanie di mana ya?;-1;-1;-1;1
Tingkatkan Kemampuan Personel Polres Tegal Kota, Ditbinmas Polda Jateng Gelar Pelatihan - Sebayu FM  https://t.co/1quGLgurHL;-1;-1;-1;-1
Informasi kepada Pengguna Jalan  Bahwa Penindakan Pelanggaran Lalu lintas dengan menggunakan Tilang Manual telah diberlakukan kembali terhitung mulai Bulan Januari 2023 demi terciptanya Keamanan, Keselamatan, Ketertiban dan Kelancaran Lalu lintas di wilayah Kota Tegal .  https://t.co/GaDoUnqXMO;-1;-1;1;-1
Informasi kepada Pengguna Jalan  Bahwa Penindakan Pelanggaran Lalu lintas dengan menggunakan Tilang Manual telah diberlakukan kembali terhitung mulai Bulan Januari 2023 demi terciptanya Keamanan, Keselamatan, Ketertiban dan Kelancaran Lalu lintas di wilayah Kota Tegal yang aman.  https://t.co/Jtc8GnNxOF;-1;-1;1;-1
"Informasi kpd Pengguna Jalan  Bhw Penindakan Pelanggaran Lalu lintas dg menggunakan Tilang Manual telah diberlakukan kembali terhitung mulai Bulan Januari 2023 demi terciptanya Keamanan,Keselamatan,Ketertiban &amp; Kelancaran Lalu lintas di wil. Kota Tegal yg aman, lancar &amp; kondusif.  https://t.co/AcnWSLf8Ae";-1;-1;1;-1
Informasi kepada Pengguna Jalan  Bahwa Penindakan Pelanggaran Lalu lintas dengan menggunakan Tilang Manual telah diberlakukan kembali terhitung mulai Bulan Januari 2023 demi terciptanya Keamanan, Keselamatan, Ketertiban dan Kelancaran Lalu lintas di wilayah Kota Tegal yang aman  https://t.co/hPw9LvAK8v;-1;-1;1;-1
lebih suka sate tegal slawi situ deh, tapi makannya di daerahnya ya. kalo cabang di kota lain mahh seringnya zonk.  dagingnya ga dikasih bumbu aja udh enak. empuk dan ga prengus. duh jadi kangen slawi;-1;-1;-1;1
[TF] Lur ana lowongan keh, mbokan berminat. Gaji UMK Kota Tegal.  https://t.co/9JzB8npfez;-1;-1;-1;-1
[TF] Gaes adakah yg jualan di pujasera ki gede sebayu atau kios2 deket situ? Kalo ada tolong rep ya nanti aku dm. Terima kasih banyak sekali;-1;-1;-1;-1
Info MUA graduation area slawi budget 150k. Suwun lurr [TF];-1;-1;-1;-1
[TF] Bingung banget sodaraku cewe dia kerja ngerantau ngekos sendirian, chat gini terus takut kenapa-kenapa, udah nyoba nenangin malah minta maaf kalo banyak salah ya akunya disini khawatir banget takut kejadian yang nggak-nggak. Gimana ya, minta sarannya.ðŸ¥²  https://t.co/tqIPsQcMy1;-1;-1;-1;-1
[TF] infonya dong hehe cacaban sekarang worth it ngga diliat dari htm wisata dll nya ðŸ™;1;-1;-1;-1
[TF] info cateringan masakan sehat buat anak2 dong ges wilayah tegal kota;-1;-1;-1;1
[tf] ada info loker buat cewe?? hopeless bgt nyari sana sini. aku dah ada pengalaman 2tahun kerja. Barangkali ada loker buat cewe area tegal kota. Makasih banyak;-1;-1;-1;-1
[tf]   Cewe2  yg udh nikah, apa aja yg perlu dibeli dari pihak cewe sebelum nikah ya? Atau yg perlu disiapkan. Thx bfr;-1;-1;-1;-1
[tf] pengen cari makanan hiddem gem gitu, didaerah kalian ada makanan yang legend2 gak??;-1;-1;-1;1
[tf] ada yg mau nonton tgl 1 nya ga? Aku ada lebihan tix 1. Price sesuai web aja. Yg minat reppp nnti ku dm.  https://t.co/BSuz4e4Idd;1;-1;-1;-1
[TF] spill yang jual rambutan oh guys biasane dimanaan selain di pasar pagi tegal ðŸ™ðŸ»;-1;-1;-1;1
dong nder, hbngan ini problemtik apa toxic sh mnrtmu dri kaca mata laki2 jga prempuan. Thanks!;-1;-1;-1;-1
[tf] lki2 minta bntuan sma pcr ttg finansial. Sma2 udh dwsa,keadaan memaksnya sprti itu, pdhl tdk lma sblm itu trjdi, si cwe blg klo dia lg suka sma cwo lain,sdh ada mediasi, sicwo mlh ngrsa brsalh mgkn krna dirinya krg ng trit pcrnya, hbngna kmbali normal. Ksih pndngan (cont);-1;-1;-1;-1
[TF] Army ada yang nonton ini gaa?  https://t.co/qc4Lr98gTW;-1;-1;-1;-1
[tf] rekomendasiin travel jogja ke tegal;-1;-1;1;-1
[Tf] mohon info.  Percetakan daerah slawi/tegal. Buat 2minggu 10pcs cetak kaos full print kaya gini.  Adakah?   (Gambar contoh)  Trims.  https://t.co/86eWSYvx93;-1;-1;-1;-1
"[TF] gaes siang"" gini ada yg jual martabak manis gak ya? pengin bgt dari semalem tapi ga sempet beli ðŸ˜­";-1;-1;-1;1
[TF] barangkali ada yang butuh nih, teman-teman sekalianðŸ¤—  https://t.co/KSuhhFZu2p;-1;-1;-1;-1
[tf] ganti lcd hp android yg bisa ditunggu sekitar slawi dimana yaa gais ?;-1;-1;-1;-1
@Pelangi28342329 @seneng_turu @jawashitpost Masih bro, pabriknya di Kota Tegal masih produksi.;-1;-1;-1;-1
[tf] ada yang punya info loker admin PT/ teller di bank gak?;-1;-1;-1;-1
Akun ini juga beberapa kali mengunggah kegiatanÂ Revolusi PutihÂ di berbagai kota seperti Gorontalo, Tegal, Malang, dan Surabaya. Program Revolusi Putih diklaim sudah dijalankan sejak 2009. Prabowo Subianto #PeduliRakyat #kerjasama;-1;-1;-1;-1
Direktur Distribusi dan Cadangan Pangan NFA hadiri Rakor Pemanfaatan CBP untuk Bantuan Pangan yang diselenggarakan oleh @DISHANPAN_JTG di kantor @bulogjateng Pekalongan di Kota Tegal untuk membantu warga terdampak banjir (10/1).  #SinergiPangan  https://t.co/Ri83g8wb66;-1;-1;-1;-1
[TF] sarapan sega jagung lur, kalian sarapan pake apa??  https://t.co/VZQlwXJ8u5;-1;-1;-1;1
[TF] kenapa ya orang2 yg hajatan sampe full nutup jalan itu diijinin? soalnya bener2 satu jalan itu doang, jalan utama tp sering ditutupin karna hajatan. udah beberapa kali. capek tau muternya jauh bgtðŸ˜­ mbok kasih space untuk jalan satu motor apa ya gak bisa;-1;-1;-1;-1
[Tf] selamat pagiii, ada yang kuliah di UT? Atau ambil S2 UT? Pengen tanya-tanya boleh? Atau mungkin ada admin yang bisa di tanyain? Terimakasihh;-1;1;-1;-1
[TF] Tips nyerahin tangan sama kaki dong, kemarinÂ² pas tegal lagi panas-panasnya aku sering main ke tegal kota tanpa pake sepatu/sarung tangan, sekarang baru keliatan bgt belangnya :(;-1;-1;-1;-1
[tf] hari ini sender ulang tahun, ucapin selamat dong gaes ðŸ¥³  https://t.co/bubIOmZaXN;-1;-1;-1;-1
di tf 100k dulu lah 50k dulu lah ðŸ¤£ Suwun [tf];-1;-1;-1;-1
Btw ak jual plsa di online kan. Tbtb subuhÂ² ada yg ngechat beli dg nominal 200k. Terus pas di suruh tf gercep tp di riwayat transaksi aku blm ada saldo masuk blass. KiraÂ² itu struk asli atau palsu ya lur ? Soalnya B3NI gercep pol klo masalah transaksi. Mana ngotot minta (cont)  https://t.co/pHxObQSvkz;-1;-1;-1;-1
[Tf] Halo ada yg belum tidur?, tidur sana jangan melek terus, udah mau subuh, lagi pada meleki apa donge.;-1;-1;-1;-1
Guys mau nanya, info2 spg event tuh biasanya nyari di mana ya? Tia [tf];-1;-1;-1;-1
@iraskinpick Mau paket A + Kota Tegal;-1;-1;-1;-1
[TF] ada yg blm tdr? Mutualan yokkðŸ—¿;-1;-1;-1;-1
6 Potret Seksi Uci Sucita, Pedangdut yang Viral Joget Bareng Wali Kota Tegal;-1;-1;-1;-1
[TF] rekomenin hp budget 2jtan dong;-1;-1;-1;-1
[tf] pengen punya pacar, cara nya gimana sih?;-1;-1;-1;-1
#BantuanBanjirJateng #BanjirJawaTengah #prabowo #prabowosubianto #prabowobersamarakyat #mendingprabowo #prabowopresiden #gerindramenang #gerindra #partaigerindra #jateng #jawatengah #gerindrajawatengah #gerindrajateng #dpcgerindra #kotategal #indonesia;-1;-1;-1;-1
Kota Pekalongan, Kab. Pekalongan dan yang lainya masih dalam komunikasi. Kegiatan ini juga bagian dari arahan Ketua Umum Partai Gerindra Prabowo Subianto agar kader-kadernya turun ke bawah membantu masyarakat yang terkena musibah.  #GerindraPeduli #GerindraBerbagi;-1;-1;-1;-1
PARTAI GERINDRA SALURKAN 15.000 BANTUAN SEMBAKO UNTUK KORBAN BANJIR DI JATENG  Penyaluran bantuan 15 ribu paket sembako ini adalah wujud simpati dan empati Partai Gerindra kepada korban banjir di sejumlah wilayah di Jawa Tengah yaitu Kota Semarang, Demak, Kudus, Pati, Jepara,  https://t.co/TGovfJmSbR;-1;-1;-1;-1
[TF] Dokter mata di tegal yang masih aktif dimana ya?;-1;-1;-1;-1
[Tf] kalo dokter spkk daerah tegal ada yg bisa pake bpjs .?;-1;-1;-1;-1
Caranya ga 'say hi' duluan ke org yg kita suka gmna sihh? sender cewe btw. Berani nyapa duluan meski pgn bgt berhenti :') [TF];-1;-1;-1;-1
[Tf] lagi overthinking bgt, kuliah jurusan pendidikan tapi ragu jadi guru karga gaji nya yg seupritðŸ˜­ share cerita kalian yg jurusan pendidikan skrg ambil kerja apa? terimakasiiihh;-1;0;-1;-1
Guys, aku udh diet berkali2 tapi gagal terus ga kurus2 ðŸ˜­ stress bgttttt bingung harus pake cara apalg [tf];-1;-1;-1;-1
[tf] beli keperluan buat packing kaya bubble wrap toko offline tegal dimana ya guys?;-1;-1;-1;-1
Available expo by request ðŸŒ» Yukk jadwalin ke kota kamu ðŸ˜— RR nya DM yahðŸ‘‰ðŸ‘ˆ  Jilbab Bogor Abg Cibubur Availbo Cibinong Hijab Sentul Hijabers Sukabumi Bokingan Cilegon Cewebo Tangerang Bisyar BSD Wp Bandung Angel Depok Include Cirebon Avail Tegal Openbo pekalongan Bo Purwokerto  https://t.co/5Y5Vx0lba8;-1;-1;-1;-1
[Tf] Saya berjanji kepada diri saya sendiri, ga bakal pernah nyebut botol minum jadi tambler â˜ðŸ½;-1;-1;-1;-1
[Tf] kado buat anak lakiÂ² umur 2 tahun apa ya? Makasih;-1;-1;-1;-1
Expo by request âœ¨ Info RR DM ðŸ¤™ Yuk jadwalin ke kota kamuðŸ˜™  Hijabers Bandung Angels bogor Bookingan Cilegon Availbo Purwokero Cewebo Tegal Bokingan Banyuwangi expo Cirebon Bisyar Pekalongan Wp Jogja hijab Angel Solo Include Semarang Avail Surabaya Openbo Malang  https://t.co/AWtRH5tKCh;-1;-1;-1;-1
Wisata Pelayanan Publik di Kota Tegal kembali diaktifkan   https://t.co/Mf4yrr4rjt;-1;-1;1;-1
Lur ana sg nmbe akhir akhir kye bar tumbas tv? Rekomendasi sg hargane ramah kantong og budget 1-1.5 bae. Suwun [tf];-1;-1;-1;-1
[Tf] punya doi di chat slow resp, ditanya ngapain ga ngapa2in, giliran chat singkat iya ga, enaknya diapain sih putusin aja ya, enek sumpah;-1;-1;-1;-1
[TF] Mau nanya, di sekitar Slawi yang bisa perawatan akar gigi di mana yaðŸ™ðŸ¼ Makasih yg udah mau jawabðŸ™ðŸ¼;-1;-1;-1;-1
[tf] mau tanya Kan pake Mobile banking, tadi salah masukipn pin 2kali, untungnya yang ke tiga bener.  Trus misal nanti salah pin lagi dalam transaksi lain bakal langsung ke blokir ngga?  Jangan nyampe lupa pin lagi si tapiðŸ¥º;-1;-1;1;-1
[tf] p info partner ngopi santuy aja sambil ngobrol ringan, disini m;1;-1;-1;1
Buat foto berdua sama ayang utk gayaÂ² yg kocak ga monoton manis, kalemÂ² gitu enakan di studio mana ya lur ya ? Biar mukanya ga kalemÂ² dan datarÂ² aja ðŸ˜‚ suwun ya sayang [tf] lovyuuuu;-1;-1;-1;-1
[Tf] microsoft kalo direset filenya ilang gk?;-1;-1;-1;-1
[tf] sender pengin bikin video launching logo, ada yg buka jasa ? Harus terima revisi sih yang jelas. Wkwk tia.;-1;-1;-1;-1
[tf] Ada yg bisa bantuin biar foto jd HD gak blur? Soalnya ini foto pencuri dari cctv. Minta tolong yg bisa rep yaa nanti aku dm. Makasih temen2;-1;-1;-1;-1
Info yg jual rok plisket lidi premium di Tegal dong makasih [tf];-1;-1;-1;-1
[TF] guysss info yg jual baso ikan yang bisa buat acaraÂ² gitu dongg sama price nya klo bole;-1;-1;-1;1
[tf] Dicari notaris yg mau diajak kerjasama untuk bisnis legalitas badan usaha, barangkali ada yg minat.. komen yaa  Thanks;-1;-1;-1;-1
[TF] ada yang mau sepatu/sandal preloved ga ya?? Uk kaki ku kecil 36-37 gratis kok dripada ga kepake.. klo kalian minat drop komen ya.. nanti aku dm;-1;-1;-1;-1
[TF] guys saranin/rekomendasiin toko souvenir di tegal dong. yg murah tp kualitas oke klo bisa hihi ni contohnya kaya digambar. thanksðŸ¥°  https://t.co/12scXecGno;-1;-1;-1;-1
[Tf] guys cara benerin kotakpencarian di laptop yg ga berfungsi gimana?;-1;-1;-1;-1
nya dengan posisi begini ? [TF];-1;-1;-1;-1
(TITIPAN) akhirnya doi nyatain keseriusannya dan orangtua dia juga udah kasih restu kemarin nanyain dikasih waktu sampai kapan persiapan lamarannya, tapi aku masih ngambang dan belum bilang ke keluarga karena posisi lagi dirantau ðŸ¥² gimana ya gaes njelasin ke keluarga kita (cont);-1;-1;-1;-1
Pemilihan Ketua Osis.Harapannya setelah adanya sosialisasi siswa memahami pentingnya menggunakan hak pilihnya dalam pemilihan ketua  Osis.  #KPUMelayani  #pemiluserentak2024;-1;-1;-1;-1
